"","X","date","new_cases","mod_fit_res","fit_mean","fit_0.025","fit_0.975"
"310",310,2020-12-26,10405,15374.8354824099,14702.9744565772,14502.619776078,14876.6521723712
"311",311,2020-12-27,8937,14416.5398537382,14561.0196429926,14362.7679009873,14733.0392706289
"312",312,2020-12-28,8581,13178.4339850796,14285.9457222726,14079.7353004103,14479.175436417
"313",313,2020-12-29,11210,11879.7993406344,14461.5824329159,13879.0606385351,14780.0726573875
"314",314,2020-12-30,16202,11524.3796027186,14782.4871101817,13702.8144597916,15259.3177897295
"315",315,2020-12-31,23477,12368.4528251467,15037.0203475663,13869.0348207772,15550.0296785244
"316",316,2021-01-01,22210,14765.1872575074,15020.720112076,13837.5263611024,15521.6308557444
"317",317,2021-01-02,11825,16640.1719038463,15096.9213564825,13914.681485744,15597.5213163837
"318",318,2021-01-03,14245,17861.4359948547,15621.73412151,14453.5142775687,16117.7571475751
"319",319,2021-01-04,10798,17958.8218627968,15860.3446255431,14693.3521055617,16356.4766954134
"320",320,2021-01-05,15375,18238.6162780533,16235.4794189904,15070.2291490613,16726.8160147523
"321",321,2021-01-06,20326,18475.8260740908,16541.4773887651,15369.404641809,17024.2628843076
"322",322,2021-01-07,18416,17766.9350993522,16596.6725769577,15440.2280248627,17061.9907540523
"323",323,2021-01-08,17529,17576.1611421392,16114.1379520851,14963.1532750093,16565.219868386
"324",324,2021-01-09,19976,16901.1509214053,15727.5878373065,14586.0447992401,16151.9394213659
"325",325,2021-01-10,18625,15660.432557669,15694.4995744522,14612.3383397836,16092.8055027036
"326",326,2021-01-11,12530,15021.1626624186,15339.8241939108,14255.588144553,15743.9910636371
"327",327,2021-01-12,14242,14989.8481983589,15307.9881189828,14229.3019792243,15695.8772669256
"328",328,2021-01-13,15773,15296.4635029426,15315.7232284692,14615.4248423092,15579.5234661125
"329",329,2021-01-14,17243,15856.9600753407,15054.9973982146,14852.8225779171,15156.503346198
"330",330,2021-01-15,16144,16616.809812455,14775.1076861927,14670.0039005525,14844.1526824137
"331",331,2021-01-16,16310,17199.7610090072,14486.4687760169,14393.6708197071,14554.3889442274
"332",332,2021-01-17,12544,3801.00198777604,13921.7768260479,13840.7745320839,13991.3003317907
"333",333,2021-01-18,8825,4965.2646504891,13253.029905836,13173.506718815,13322.0587539252
"334",334,2021-01-19,10496,10334.7668803278,13125.3654517299,13042.8306630488,13195.0593233316
"335",335,2021-01-20,13568,13969.8364000691,13189.0935177654,13094.3400714342,13258.4970286553
"336",336,2021-01-21,14055,13720.2116605857,13096.0277889665,13002.386029941,13163.4631637481
"337",337,2021-01-22,13633,13906.7427166717,12865.1209554124,12762.3941077073,12933.5331558832
"338",338,2021-01-23,13331,13335.0833514742,12634.30940768,12528.4271530525,12712.1913978108
"339",339,2021-01-24,11628,11952.3068221849,12307.7920180223,12206.8822287435,12373.5048112601
"340",340,2021-01-25,8559,7590.5056597673,12001.5866145006,11909.3029519859,12069.4973872479
"341",341,2021-01-26,10584,11660.5621281808,12057.0834790527,11950.7093928201,12127.8383348352
"342",342,2021-01-27,15191,13962.3204072667,12248.909923487,12135.4618163852,12315.4407008527
"343",343,2021-01-28,14360,15265.879228095,12238.294192866,12125.287352482,12317.591671229
"344",344,2021-01-29,13563,13674.1619495383,12237.8151460691,12125.6898743955,12330.5046808786
"345",345,2021-01-30,12713,12854.8964892535,12228.447187145,12121.9104105185,12319.1895829935
"346",346,2021-01-31,11249,11020.8710195757,12110.393423892,12011.7339225215,12199.0581945481
"347",347,2021-02-01,7925,8595.93090578698,11864.7129687342,11764.6191254087,11954.1622854613
"348",348,2021-02-02,9651,8171.53302948034,11994.6930964412,11903.3927990822,12085.5568344019
"349",349,2021-02-03,13182,13450.1753138735,12149.7352681666,12060.7977994442,12252.7031837981
"350",350,2021-02-04,13656,13508.8399750769,12152.3603937701,12071.9918652872,12266.0376626173
"351",351,2021-02-05,14213,14429.9193592512,12125.3925070143,12050.265218016,12246.4109464918
"352",352,2021-02-06,13439,13874.5177990376,12117.9119714264,12046.2263420543,12238.5481920199
"353",353,2021-02-07,11640,11465.3512345908,12007.4480417614,11935.7642869147,12117.4457344462
"354",354,2021-02-08,7969,8314.06251589599,11743.3053472206,11671.6158857248,11859.6900481357
"355",355,2021-02-09,10612,10454.2217873868,11886.9581084935,11816.9970785031,12021.3743438022
"356",356,2021-02-10,12947,12681.6575985799,12046.310229504,11989.6676901519,12180.3605651031
"357",357,2021-02-11,15137,15145.033512561,12080.5273249961,12032.2922712688,12219.2673057547
"358",358,2021-02-12,13893,13423.8139948344,12205.0101943398,12156.3663430975,12334.8010128025
"359",359,2021-02-13,13523,14489.7378033727,12253.4880235735,12204.0892275192,12387.9107776476
"360",360,2021-02-14,11060,10386.2515822967,12257.7440845892,12211.8440898976,12400.3231797895
"361",361,2021-02-15,7344,7124.19443822128,12133.0249879932,12075.9366494161,12272.5453513315
"362",362,2021-02-16,10368,10674.7870364451,12486.2047738661,12426.0414466946,12635.4894793485
"363",363,2021-02-17,12066,12596.6826824541,12866.8422513881,12804.0030719217,13011.9005093957
"364",364,2021-02-18,13755,13062.1691330316,13323.3130436845,13260.6067728543,13464.2902185171
"365",365,2021-02-19,15470,15407.4335695528,13673.3525825752,13602.1721464186,13806.6513112809
"366",366,2021-02-20,14914,15205.0017394313,13987.1819531474,13917.3841480837,14118.0093039155
"367",367,2021-02-21,13450,12376.9176574157,14239.6455538985,14176.8675871507,14370.7847756145
"368",368,2021-02-22,9617,10353.1352442998,14380.1087822654,14316.053833339,14512.7358240372
"369",369,2021-02-23,13299,13190.274897442,15028.971877097,14956.7094953889,15153.4965432361
"370",370,2021-02-24,16402,17233.171727742,15741.9186578627,15671.6976505358,15851.9966724388
"371",371,2021-02-25,19871,19112.7626875828,16467.1934538047,16386.7715132769,16570.8345593013
"372",372,2021-02-26,20488,20254.2230187659,17146.4375330443,17063.5250113806,17260.0667849994
"373",373,2021-02-27,18902,19660.5335812067,17693.1982458003,17614.1353292825,17801.5933977539
"374",374,2021-02-28,17440,16423.6716635805,18084.9386973774,18000.1138743613,18173.0430139595
"375",375,2021-03-01,13106,14285.2577801595,18115.5644935643,18032.4901497512,18193.6153047902
"376",376,2021-03-02,17063,15629.35579776,18788.6076552098,18703.2206109512,18870.557088083
"377",377,2021-03-03,20840,20235.2063101337,19392.3547069805,19309.7397203239,19466.8271091616
"378",378,2021-03-04,22845,24350.5215511156,20021.400099166,19942.9905900151,20094.8692931105
"379",379,2021-03-05,24010,24419.4344661697,20476.8841012925,20399.7355554474,20552.8444289915
"380",380,2021-03-06,23633,24244.1714170491,20856.3191242178,20780.8716302777,20932.5931322525
"381",381,2021-03-07,20724,20898.6343092506,21028.5010902492,20952.3006186379,21105.3990229724
"382",382,2021-03-08,13882,14009.8521094024,20888.0674667059,20812.2352641876,20975.9035804587
"383",383,2021-03-09,19725,18772.8094392456,21353.1755330183,21281.8258458574,21436.9244322978
"384",384,2021-03-10,22275,22389.5150100788,21581.2329282635,21447.2546093048,21851.9248016422
"385",385,2021-03-11,25649,24921.6721914997,21600.022796963,21368.1128797855,22120.1077359211
"386",386,2021-03-12,26790,27216.5843912028,21428.2978329887,21071.9108730913,22306.415352761
"387",387,2021-03-13,26031,26649.0736807293,21066.8038634815,20580.6547887674,22284.5471358399
"388",388,2021-03-14,21304,20009.1855035672,20630.7553693166,20070.9333026351,22039.8985686468
"389",389,2021-03-15,15252,17241.2327093836,20438.9736495149,19717.9663749708,22312.3488167305
"390",390,2021-03-16,20376,19450.3201307403,20559.2055156416,19763.8621199181,22633.8188723205
"391",391,2021-03-17,23040,22752.337570161,20390.0553288873,19510.2960558229,22717.1247823061
"392",392,2021-03-18,24901,25797.6097761355,20251.5450390322,19291.3406483541,22817.4143848546
"393",393,2021-03-19,25707,24472.1413927096,19899.5509207419,18844.6483484799,22717.130335995
"394",394,2021-03-20,23913,24811.2333427869,19417.6454781121,18255.2881457531,22508.9300887385
"395",395,2021-03-21,20045,20179.2599632917,18858.6028897763,17656.8991959817,22077.2093614849
"396",396,2021-03-22,24501,23101.3982221157,18298.9157303792,17096.5832623017,21510.5936388206
"397",397,2021-03-23,18739,18577.0223127675,18275.3022274431,17037.5774049983,21569.1667685103
"398",398,2021-03-24,21246,22206.9929331103,18193.903634543,16838.5873808622,21827.3376392671
"399",399,2021-03-25,23681,23190.6361426585,18048.1196079212,16660.9748911744,21762.7018758865
"400",400,2021-03-26,24076,24266.5948980979,17864.6282518028,16480.4274553289,21571.9467692349
"401",401,2021-03-27,23834,25213.9188464233,17693.5640810559,16360.6513700983,21279.7171067531
"402",402,2021-03-28,19604,17090.3117124804,17543.049429182,16301.0484933217,20886.044437136
"403",403,2021-03-29,12900,14625.786357254,17126.125075519,15944.6351211664,20281.1996646246
"404",404,2021-03-30,16055,17586.1290999011,16454.7205242025,15438.8932028519,19153.7813562358
"405",405,2021-03-31,23887,22425.1324837247,16288.5587614315,15340.8839596651,18797.1666015358
"406",406,2021-04-01,22184,22190.711122802,16289.8904169796,15431.6642892417,18547.3716777013
"407",407,2021-04-02,21917,22292.9943836902,16169.5858621088,15257.3828672575,18225.1608204151
"408",408,2021-04-03,21247,20460.2273624011,15906.6674133157,14868.4276197587,17783.5670101276
"409",409,2021-04-04,18017,18466.5424416149,15608.8913630494,14516.5601481566,17254.3556788385
"410",410,2021-04-05,10680,10561.7719760698,15082.9270123459,14035.7834765972,16598.8131596715
"411",411,2021-04-06,7763,8285.09972162032,15024.2153011079,13740.3494610334,16622.0091626708
"412",412,2021-04-07,13686,13275.9508355542,14960.9171010514,13280.4127493998,16606.5842785979
"413",413,2021-04-08,17209,16890.9988999807,14657.0039622749,12585.7345512452,16144.7105491639
"414",414,2021-04-09,18924,17340.9912440619,14338.1685821559,11895.6627370425,15723.3241398359
"415",415,2021-04-10,17551,18154.1999961031,13983.2085499241,11191.0610563669,15276.3375287358
"416",416,2021-04-11,15737,16159.9975135019,13518.6612849802,10434.9452348062,14704.187835602
"417",417,2021-04-12,9780,11208.4389831899,12964.4420249705,9725.63516660627,14101.5226994259
"418",418,2021-04-13,13439,11197.1543566391,12924.5769930487,9325.66881697088,14182.7365073013
"419",419,2021-04-14,16160,16657.018651644,13173.0477048661,9092.93349885555,14587.1601661157
"420",420,2021-04-15,16963,17296.0271837006,13153.3316516219,8479.03765389062,14762.094388755
"421",421,2021-04-16,15923,14700.7187127273,12821.0626787375,7661.87163058573,14587.0365466183
"422",422,2021-04-17,15364,16294.9590056369,12412.9757761879,7060.93120736336,14242.3915579449
"423",423,2021-04-18,12688,13161.6427209668,12126.9062158514,6792.58032228885,13953.3305281422
"424",424,2021-04-19,8863,10005.1548260441,11697.3573174817,6525.64657174867,13476.2132510265
"425",425,2021-04-20,12069,10952.0144246221,11732.744251237,6563.42225836952,13510.6885980714
"426",426,2021-04-21,13836,13335.5576941662,11817.6862980051,6885.51194146211,13521.4155138966
"427",427,2021-04-22,16046,15521.721800138,11844.0129961355,7337.6759117812,13406.5206658821
"428",428,2021-04-23,14758,14703.6494441063,11797.5642444344,7779.62056194526,13181.4672074679
"429",429,2021-04-24,13814,14985.2178393169,11759.0293273057,8211.86213312034,12986.8727603357
"430",430,2021-04-25,13157,13396.8410851755,11495.9537636394,8383.38844226672,12569.8995982213
"431",431,2021-04-26,8440,11506.6639079633,11166.7040375093,8431.49082620911,12120.4858791824
"432",432,2021-04-27,10398,7665.33414451778,11250.4667474552,8710.8462366647,12144.6301001153
"433",433,2021-04-28,13382,13439.6684691412,11280.4223356302,9106.797085403,12050.6467943194
"434",434,2021-04-29,14314,13959.3329984101,11313.8977824896,9609.44343018572,11922.9415504606
"435",435,2021-04-30,13445,12724.0590226026,11140.5891151243,10033.3572685645,11558.0834601666
"436",436,2021-05-01,12964,13220.4606648195,11002.1191518133,10376.2205875823,11267.3882046966
"437",437,2021-05-02,9145,8442.43363053352,10739.6112974488,10437.0884023371,10897.2959752455
"438",438,2021-05-03,5946,7267.68292711372,10262.4342666409,10157.8098876765,10353.963359814
"439",439,2021-05-04,9113,8620.03246783558,10159.8942235041,10054.3876692949,10245.1980156143
"440",440,2021-05-05,10579,10285.0569431807,9985.55775484162,9880.07379370533,10076.9888158488
"441",441,2021-05-06,11798,11154.6392884522,9636.29539918196,9532.6843928059,9720.04776891846
"442",442,2021-05-07,10549,11139.5991045434,9181.22436426593,9082.31231666155,9269.02325141975
"443",443,2021-05-08,10174,9502.02783121588,8717.35812599819,8638.97693198647,8805.75441373315
"444",444,2021-05-09,8289,9265.33004357805,8243.49510589381,8160.44704395359,8323.5788801435
"445",445,2021-05-10,5077,6022.93950829469,7869.93362219972,7789.94407612341,7947.24710649065
"446",446,2021-05-11,6943,6871.88538943348,7769.6278280403,7684.79293274587,7837.36037105355
"447",447,2021-05-12,7848,6416.63488561707,7522.64535350892,7437.11224977342,7585.01929050216
"448",448,2021-05-13,8082,7431.72077391949,7194.07959157731,7115.94579392788,7258.27473716656
"449",449,2021-05-14,7562,8765.55410681688,6747.95951837063,6683.62834548166,6810.91331435861
"450",450,2021-05-15,6652,7589.84133206261,6365.25241061633,6305.03912493032,6419.41619812032
"451",451,2021-05-16,5748,4573.19809732214,5954.88585628235,5903.50687187514,5999.17301504893
"452",452,2021-05-17,3454,4506.21833656356,5566.23456369404,5519.89904041141,5614.94373601095
"453",453,2021-05-18,4449,5434.38155127433,5442.56044441073,5396.83165250864,5488.79317120272
"454",454,2021-05-19,5500,5214.11711398326,5238.35084314066,5191.06092081833,5284.52749789424
"455",455,2021-05-20,5736,4227.61688708933,4990.4957675363,4944.96680667373,5030.90562466396
"456",456,2021-05-21,5215,4892.65763071505,4697.15683101506,4650.93707393313,4740.84742737433
"457",457,2021-05-22,4714,4570.03611492575,4424.05163178192,4372.86229121618,4464.11574356913
"458",458,2021-05-23,3993,3857.65960672102,4175.68489465518,4122.6359768253,4212.69264032122
"459",459,2021-05-24,2489,3433.68685060251,3913.95040535742,3868.00032194104,3952.21713663969
"460",460,2021-05-25,3220,2873.36626044707,3846.40289794439,3807.05607503155,3883.76249807155
"461",461,2021-05-26,3935,3958.64074206306,3740.30282214397,3704.27315068856,3781.82155016195
"462",462,2021-05-27,4143,4273.21287809918,3502.33711195833,3467.22213387215,3548.66998073333
"463",463,2021-05-28,3737,3462.77146444656,3290.45185255077,3254.53802509666,3333.22214311334
"464",464,2021-05-29,3348,3104.76043060585,3105.11950700351,3065.40467109788,3146.48880978001
"465",465,2021-05-30,2948,2834.01690679509,2947.12639002604,2903.90746718236,2983.27997957094
"466",466,2021-05-31,1818,1830.23425190663,2769.05198014562,2721.87173746466,2804.01574447736
"467",467,2021-06-01,2483,2053.49150965852,2726.36681212017,2679.82364434732,2763.20754879451
"468",468,2021-06-02,2896,2280.46700000879,2655.33135752828,2612.53107021468,2694.19316503585
"469",469,2021-06-03,1963,3029.31694083894,2533.69536049757,2488.08223836454,2577.07530324097
"470",470,2021-06-04,2556,3042.16028829501,2388.00918608319,2335.69995202626,2430.78260329729
"471",471,2021-06-05,2434,2657.13265246595,2259.1108253282,2207.53888912928,2301.11620522945
"472",472,2021-06-06,2275,1638.58361649164,2122.88483425098,2077.55384543264,2164.68576809991
"473",473,2021-06-07,1270,1928.6692750419,1990.79536262382,1944.83140591932,2032.36480224844
"474",474,2021-06-08,1894,1842.38106849301,1951.74742802971,1905.48390230797,1990.74514186512
"475",475,2021-06-09,2198,1848.29223397421,1875.99244300495,1830.39611956513,1917.71927625556
"476",476,2021-06-10,2078,1951.3877703012,1778.10295531696,1732.74165690935,1814.51577007657
"477",477,2021-06-11,1892,1789.05710910098,1726.45500294847,1681.99421567344,1757.3889885293
"478",478,2021-06-12,1722,2221.74347598501,1633.83137701671,1588.82524467099,1665.13517270934
"479",479,2021-06-13,1390,1303.52445107396,1528.19649551086,1486.10755988755,1558.51986168576
"480",480,2021-06-14,907,1260.45402293326,1407.97470515609,1369.88635798222,1438.6921182148
"481",481,2021-06-15,1253,1349.06792787579,1373.22087606987,1338.3539310881,1404.0018038448
"482",482,2021-06-16,1400,798.688855032669,1317.52964980544,1281.276243297,1340.95286584524
"483",483,2021-06-17,1323,1816.12452774495,1221.76148104969,1179.88451654555,1243.16630864145
"484",484,2021-06-18,1147,1402.32523775892,1135.73681773116,1090.16363209039,1153.51544133531
"485",485,2021-06-19,1193,1107.88001297368,1063.16190707551,1023.83182529011,1080.38864620774
"486",486,2021-06-20,881,685.567799828015,997.124891834637,958.289172600583,1013.89587591438
"487",487,2021-06-21,484,511.31577227544,935.907739739554,897.836300402232,950.659269337772
"488",488,2021-06-22,834,433.947799841873,915.498432206313,880.353412374958,930.974076693843
"489",489,2021-06-23,1140,393.259951831307,884.388645180925,847.460607278418,900.867187517452
"490",490,2021-06-24,266,912.512071905658,853.564793573201,816.011768932777,867.606204168238
"491",491,2021-06-25,751,905.588706698269,818.133436872015,782.223410107195,837.907709695721
"492",492,2021-06-26,838,951.615723206894,801.754608860984,764.734447876772,821.985273691819
"493",493,2021-06-27,780,495.044331677957,776.810131316117,740.933517272696,799.110207759232
"494",494,2021-06-28,387,371.907482984709,753.035990928881,716.740598116927,775.471964701052
"495",495,2021-06-29,677,462.455742858117,773.711153567843,735.77151786483,798.679728288865
"496",496,2021-06-30,776,384.843376690289,791.021246113678,753.809959953242,817.027762050732
"497",497,2021-07-01,879,600.721192331286,815.311170574167,776.242827103212,842.177906086636
"498",498,2021-07-02,794,1200.64947885275,858.080253210372,825.089421183433,885.66472550871
"499",499,2021-07-03,929,1689.55972453114,900.814173197738,872.524445729785,928.096542557895
"500",500,2021-07-04,806,1506.66965471162,937.8384884383,908.594574443518,965.737651753663
"501",501,2021-07-05,480,1010.25902599399,948.796555658317,919.293285780249,976.814375579468
"502",502,2021-07-06,907,709.420902002603,1020.75400967659,983.81029920083,1048.63569358117
"503",503,2021-07-07,1010,660.631511223037,1123.50740622885,1083.67638954614,1150.22444229658
"504",504,2021-07-08,1391,578.646143937716,1233.94399382099,1194.32057148075,1260.3151990484
"505",505,2021-07-09,1386,842.345839649905,1364.04148008273,1322.0749443273,1394.67519062203
"506",506,2021-07-10,1394,1085.34155129432,1514.89272508088,1472.41496172671,1544.78329693171
"507",507,2021-07-11,1391,2018.52330595092,1659.95657864571,1618.88781224662,1694.27214854459
"508",508,2021-07-12,887,1859.31416577054,1748.84042911359,1707.11976767545,1783.24305763495
"509",509,2021-07-13,1530,1110.82058419194,1944.74357692191,1905.304930988,1978.76954022235
"510",510,2021-07-14,2153,1075.97853868105,2169.88408287522,2130.91263068054,2204.63107061393
"511",511,2021-07-15,2473,2342.33090124978,2434.22598488222,2398.8459742253,2468.83598825794
"512",512,2021-07-16,2895,2505.66368710832,2681.66658705465,2649.56880948254,2723.69392028061
"513",513,2021-07-17,3118,3359.5389189641,2924.18165691267,2892.57882586226,2971.70196306363
"514",514,2021-07-18,3126,3565.18437701697,3147.02702549071,3114.68611439486,3195.61073264114
"515",515,2021-07-19,2070,2866.04792632442,3269.22596074053,3235.45562576884,3318.08363878737
"516",516,2021-07-20,3555,3623.89933465305,3512.50276193548,3475.63512311817,3559.82948624259
"517",517,2021-07-21,4254,3832.61133717583,3789.65153770964,3759.81876470025,3838.20528424477
"518",518,2021-07-22,5056,5592.30779718072,4050.6421426887,4023.30718684617,4105.93525349225
"519",519,2021-07-23,5142,5525.81199448137,4321.44252326047,4294.3917490347,4383.11600267353
"520",520,2021-07-24,5138,4628.56905976799,4564.59909407055,4540.42154037252,4621.81808728774
"521",521,2021-07-25,4742,2877.91802795953,4718.90412613659,4688.14608199357,4771.28302381398
"522",522,2021-07-26,3115,4446.38649135362,4726.34253246921,4695.40118334788,4774.31695091244
"523",523,2021-07-27,4516,4630.71344686253,4900.25457302388,4856.17789124157,4950.85985521637
"524",524,2021-07-28,5693,5712.82716628048,5109.64729891099,5063.20814886186,5160.65951518562
"525",525,2021-07-29,6167,7017.06542329816,5313.81771793828,5259.27148530866,5364.84934621386
"526",526,2021-07-30,6613,5322.35344191641,5412.7926373608,5358.44459521153,5466.3481067016
"527",527,2021-07-31,6509,5954.45385216316,5530.21538659228,5475.55107946282,5578.01410772771
"528",528,2021-08-01,5320,6312.78986467281,5577.32930570668,5522.38247745998,5628.79384637122
"529",529,2021-08-02,3185,4536.90514469519,5540.06822666847,5490.69297680226,5590.62000791032
"530",530,2021-08-03,4841,4041.29925981793,5703.17595806395,5649.01607406507,5755.71219684904
"531",531,2021-08-04,6590,6741.07909374591,5863.02716757543,5808.72828465327,5916.23835310153
"532",532,2021-08-05,7224,6702.6065606568,5963.55485322709,5907.49829718203,6029.02375895513
"533",533,2021-08-06,6599,6112.12052841648,6048.47698824564,5983.58792746518,6110.40308116734
"534",534,2021-08-07,6897,6589.16161238705,6095.02674492552,6030.51518001317,6150.22107244607
"535",535,2021-08-08,5733,4933.57069798023,6035.60914692746,5964.81599126634,6091.8334349001
"536",536,2021-08-09,4200,6881.47412293055,5928.33761280511,5864.19096086414,5984.30227451742
"537",537,2021-08-10,5624,6245.89724762039,6068.43975549834,5994.77284875445,6125.89034043869
"538",538,2021-08-11,6921,4956.4246173962,6232.63149934181,6169.72535177842,6288.91001377295
"539",539,2021-08-12,7267,6929.4131160581,6267.21386276754,6204.99357956007,6332.58292212779
"540",540,2021-08-13,7398,7271.34706088668,6266.07355147529,6212.88002942328,6334.37338158947
"541",541,2021-08-14,7181,7262.53521019779,6334.24681977862,6258.05206496518,6401.9060687253
"542",542,2021-08-15,5661,5786.50189190288,6273.58233569106,6196.03124396873,6338.38703548778
"543",543,2021-08-16,3669,5672.12003517058,6172.33768469361,6094.56275855325,6228.03890249739
"544",544,2021-08-17,5268,4846.35079817357,6299.52294859986,6209.42778184099,6357.79888620136
"545",545,2021-08-18,7159,5739.08730379282,6430.32511950426,6341.55121198324,6492.92435185306
"546",546,2021-08-19,7240,5563.76035565324,6439.38728393475,6351.85700482206,6508.60804602903
"547",547,2021-08-20,7220,7916.86167475255,6483.56844043693,6391.51117139937,6542.48070148028
"548",548,2021-08-21,7466,7711.20160476025,6450.1230186494,6359.61729679545,6506.3136366599
"549",549,2021-08-22,5922,6123.18879544875,6364.59089663792,6275.13322221998,6423.18949217246
"550",550,2021-08-23,4166,6162.75753798755,6282.23242828654,6191.74962860154,6341.84068237555
"551",551,2021-08-24,6078,6114.99192396645,6397.1202737402,6301.06382629308,6460.31816370533
"552",552,2021-08-25,7539,6981.29865306616,6479.97657466576,6389.68036421349,6542.60463539629
"553",553,2021-08-26,7215,5923.54025221197,6452.35339323967,6356.91692386772,6512.65016456576
"554",554,2021-08-27,7823,7796.38286263635,6430.93287960619,6328.68869555572,6484.28300954234
"555",555,2021-08-28,6858,6245.98360438412,6365.24697856207,6255.37126853313,6414.47486478315
"556",556,2021-08-29,5954,6490.27567118546,6215.86105141509,6122.28103812559,6271.83723240571
"557",557,2021-08-30,4253,4386.85395224206,6043.48571395837,5941.21246800388,6100.335638917
"558",558,2021-08-31,5492,6257.94940539729,6075.13754925483,5969.16858543607,6135.11474762846
"559",559,2021-09-01,6496,6611.11347578233,6060.64309945488,5966.11588455268,6121.52270320504
"560",560,2021-09-02,6754,7976.52635085629,5924.66188169829,5832.00573855019,5979.13366823767
"561",561,2021-09-03,6729,5217.99982199585,5821.07455158226,5729.22002377946,5876.18619842572
"562",562,2021-09-04,6156,5520.7953873435,5641.63695826899,5554.97747911813,5698.21923686937
"563",563,2021-09-05,5314,5507.12744174013,5497.14813312032,5407.76536237196,5556.84993324698
"564",564,2021-09-06,3347,3366.41811870132,5284.72117016687,5194.85833143661,5351.31490427606
"565",565,2021-09-07,4715,4851.14674372179,5263.24511859021,5175.25586637982,5329.7814135416
"566",566,2021-09-08,5921,5835.83946339414,5217.56507451613,5134.23268876319,5281.51651412991
"567",567,2021-09-09,5518,5860.40458438126,5116.96616185025,5035.24140162663,5180.33115682999
"568",568,2021-09-10,5617,5335.31501362659,4961.38011320737,4885.49272259741,5030.88482474607
"569",569,2021-09-11,5191,4649.9466104242,4812.70894690487,4740.68797170385,4880.95429365974
"570",570,2021-09-12,4664,4512.5975619196,4648.90164121752,4583.49950863017,4718.91065195345
"571",571,2021-09-13,2792,3263.4796907017,4451.26373832675,4391.74350487009,4516.7870094959
"572",572,2021-09-14,4009,4975.79003462195,4448.18021349965,4399.37169630192,4514.9377317325
"573",573,2021-09-15,4826,3943.27626976464,4400.98168970152,4349.06736245406,4464.85092645387
"574",574,2021-09-16,5115,4028.17226425186,4275.15390190708,4223.81627877111,4336.30687137073
"575",575,2021-09-17,4544,4597.64569453988,4154.02064221876,4101.37391665882,4217.7324571153
"576",576,2021-09-18,4576,4966.38915653201,4016.12666197608,3964.13607268173,4077.20376149524
"577",577,2021-09-19,3836,4098.65822976595,3879.47416170457,3822.37020685587,3936.10277829668
"578",578,2021-09-20,2405,4330.73262498947,3687.99724112855,3634.76326145152,3743.33201262175
"579",579,2021-09-21,3374,3996.52416042006,3690.54535280358,3614.77618975971,3740.16217685337
"580",580,2021-09-22,3963,3932.11079705972,3633.64375425237,3557.92518293582,3682.74706075198
"581",581,2021-09-23,4053,3938.86146590253,3586.9292014044,3512.48973357102,3634.8296907477
"582",582,2021-09-24,3790,3017.66104889661,3474.73749709251,3403.02345538428,3528.07535706151
"583",583,2021-09-25,3519,3196.50644619111,3394.98050227774,3323.15820946607,3448.43747712703
"584",584,2021-09-26,3099,2603.06715055555,3290.50219519444,3218.14047333956,3343.95975388433
"585",585,2021-09-27,1773,1808.64104508189,3151.3834094635,3070.39076094322,3203.71219393873
"586",586,2021-09-28,2962,3423.72629180923,3141.45650856256,3059.94791828089,3195.39266112469
"587",587,2021-09-29,3212,3934.34354592208,3130.23988714489,2990.12767612621,3184.81023529429
"588",588,2021-09-30,4094,3598.12010978302,3071.41584752403,2887.02261949465,3128.37487364079
"589",589,2021-10-01,3403,3838.91159034567,2997.0246071845,2746.28006373759,3061.89093476172
"590",590,2021-10-02,3309,2885.801952729,2927.38869629553,2611.41660834626,2991.56030115321
"591",591,2021-10-03,2967,2411.4599008481,2843.65090698971,2494.20100402688,2902.90710989432
"592",592,2021-10-04,1612,802.340653839338,2738.90017184296,2388.62133466351,2803.33590465485
"593",593,2021-10-05,2463,1045.08032027334,2777.1334390701,2366.06840467989,2847.23758864253
"594",594,2021-10-06,3232,2117.6707280428,2782.90375186732,2310.10384469975,2881.29978510556
"595",595,2021-10-07,2933,3975.87604631312,2742.62896548854,2263.97163817934,2841.64760676845
"596",596,2021-10-08,3017,3220.70483519446,2650.64012006511,2165.25742864019,2751.85924557125
"597",597,2021-10-09,2747,2760.53575182797,2626.34022434013,2136.01576029845,2726.6174672506
"598",598,2021-10-10,2278,2172.28344037514,2569.2260185325,2080.69561691534,2666.77827744746
"599",599,2021-10-11,1516,1624.46018893771,2475.10571359668,1987.4748128308,2572.34218336164
"600",600,2021-10-12,2486,2566.15276124805,2537.58175707914,2058.59616863576,2631.75578063535
"601",601,2021-10-13,2769,2808.55105278841,2633.74433044578,2153.84890779802,2728.42616166686
"602",602,2021-10-14,2666,2482.54926042197,2677.83681686379,2252.52723352587,2771.08013751503
"603",603,2021-10-15,2729,2821.94055840856,2725.81310623189,2352.2490658634,2817.24617675512
"604",604,2021-10-16,2982,2811.66834820389,2794.24369677091,2486.06620236285,2876.3012098738
"605",605,2021-10-17,2435,2441.51092184601,2863.78880567413,2623.49110308085,2944.42710815734
"606",606,2021-10-18,1594,1945.00324371712,2886.92807239065,2677.6092020005,2970.17421885144
"607",607,2021-10-19,2695,2794.23426751389,3047.79022755029,2840.11313051656,3136.92670943291
"608",608,2021-10-20,3699,3577.82275034901,3191.17891108991,3046.74133510442,3284.81233300996
